time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.021
2,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.021
3,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.061
4,3.353,0.000,0.000,0.000,0.000,0.000,0.000,34.061
5,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.061
6,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.081
7,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.081
8,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.081
9,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.078
10,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.078
11,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.082
12,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.082
13,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.082
14,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.079
15,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.079
16,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.079
17,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.111
18,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.111
19,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.111
20,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.057
21,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.057
22,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.057
23,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.062
24,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.062
25,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.062
26,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.075
27,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.075
28,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.075
29,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.075
30,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.075
31,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.011
32,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.011
33,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.011
34,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.043
35,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.043
36,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.043
37,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.077
38,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.077
39,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.077
40,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.033
41,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.033
42,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.033
43,3.353,0.000,0.000,0.000,0.000,0.000,0.000,34.083
44,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.083
45,3.353,0.000,0.000,0.000,0.000,0.000,0.000,34.052
46,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.052
47,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.052
48,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.063
49,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.063
50,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.063
51,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.025
52,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.025
53,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.025
54,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.012
55,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.012
56,3.354,0.000,0.000,0.000,0.000,0.000,0.000,34.012
57,3.354,0.000,0.000,0.000,0.000,0.000,0.000,33.976
58,3.354,0.000,0.000,0.000,0.000,0.000,0.000,33.976
59,3.354,0.000,0.000,0.000,0.000,0.000,0.000,33.976
60,3.354,0.000,0.000,0.000,0.000,0.000,0.000,33.989
60,3.354,0.000,0.000,0.000,0.000,0.000,0.000,33.989
61,3.484,1.625,0.000,0.000,0.002,0.001,0.130,33.989
62,3.486,1.625,0.001,0.000,0.003,0.001,0.003,34.015
63,3.488,1.625,0.001,0.000,0.005,0.001,0.002,34.015
64,3.489,1.625,0.002,0.000,0.006,0.001,0.001,34.015
65,3.490,1.625,0.002,0.000,0.008,0.001,0.001,33.991
66,3.492,1.625,0.003,0.000,0.009,0.001,0.001,33.991
67,3.493,1.625,0.003,0.000,0.011,0.001,0.001,33.991
68,3.493,1.625,0.004,0.000,0.013,0.001,0.001,34.026
69,3.494,1.625,0.004,0.000,0.014,0.001,0.001,34.026
70,3.495,1.625,0.005,0.000,0.016,0.001,0.001,34.026
71,3.496,1.625,0.005,0.000,0.017,0.001,0.001,34.000
72,3.496,1.625,0.005,0.000,0.019,0.001,0.001,34.000
73,3.497,1.625,0.006,0.000,0.020,0.001,0.001,34.000
74,3.498,1.625,0.006,0.000,0.022,0.001,0.001,33.947
75,3.498,1.625,0.007,0.000,0.024,0.001,0.001,33.947
76,3.499,1.625,0.007,0.000,0.025,0.001,0.001,33.947
77,3.499,1.625,0.008,0.000,0.027,0.001,0.001,33.983
78,3.500,1.625,0.008,0.000,0.028,0.001,0.001,33.983
79,3.500,1.625,0.009,0.000,0.030,0.001,0.000,33.936
80,3.501,1.625,0.009,0.000,0.032,0.001,0.000,33.936
81,3.501,1.625,0.009,0.000,0.033,0.001,0.000,33.936
82,3.502,1.625,0.010,0.000,0.035,0.001,0.000,33.984
83,3.502,1.625,0.010,0.000,0.036,0.001,0.000,33.984
84,3.503,1.625,0.011,0.000,0.038,0.001,0.000,33.984
85,3.503,1.625,0.011,0.000,0.039,0.001,0.000,33.968
86,3.503,1.625,0.012,0.000,0.041,0.001,0.000,33.968
87,3.504,1.625,0.012,0.000,0.043,0.001,0.000,33.968
88,3.504,1.625,0.013,0.000,0.044,0.001,0.000,33.983
89,3.504,1.625,0.013,0.000,0.046,0.001,0.000,33.983
90,3.505,1.625,0.014,0.000,0.047,0.001,0.000,33.983
91,3.505,1.625,0.014,0.000,0.049,0.001,0.000,33.953
92,3.506,1.625,0.014,0.000,0.051,0.001,0.000,33.953
93,3.506,1.625,0.015,0.000,0.052,0.001,0.000,33.953
94,3.506,1.625,0.015,0.000,0.054,0.001,0.000,33.984
95,3.507,1.625,0.016,0.000,0.055,0.001,0.000,33.984
96,3.507,1.625,0.016,0.000,0.057,0.001,0.000,33.984
97,3.507,1.625,0.017,0.000,0.058,0.001,0.000,33.984
98,3.507,1.625,0.017,0.000,0.060,0.001,0.000,33.984
99,3.508,1.625,0.018,0.000,0.062,0.001,0.000,34.001
100,3.508,1.625,0.018,0.000,0.063,0.001,0.000,34.001
101,3.508,1.625,0.019,0.000,0.065,0.001,0.000,34.001
102,3.509,1.625,0.019,0.000,0.066,0.001,0.000,33.957
103,3.509,1.625,0.019,0.000,0.068,0.001,0.000,33.957
104,3.509,1.625,0.020,0.000,0.070,0.001,0.000,33.957
105,3.509,1.625,0.020,0.000,0.071,0.001,0.000,33.990
106,3.510,1.625,0.021,0.000,0.073,0.001,0.000,33.990
107,3.510,1.625,0.021,0.000,0.074,0.001,0.000,33.990
108,3.510,1.625,0.022,0.000,0.076,0.001,0.000,33.970
109,3.510,1.625,0.022,0.000,0.077,0.001,0.000,33.970
110,3.511,1.625,0.023,0.000,0.079,0.001,0.000,33.970
111,3.511,1.625,0.023,0.000,0.081,0.001,0.000,33.949
112,3.511,1.625,0.023,0.000,0.082,0.001,0.000,33.949
113,3.512,1.625,0.024,0.000,0.084,0.001,0.000,33.949
114,3.512,1.625,0.024,0.000,0.085,0.001,0.000,33.949
115,3.512,1.625,0.025,0.000,0.087,0.001,0.000,33.949
116,3.512,1.625,0.025,0.000,0.089,0.001,0.000,33.962
117,3.513,1.625,0.026,0.000,0.090,0.001,0.000,33.962
118,3.513,1.625,0.026,0.000,0.092,0.001,0.000,33.962
119,3.513,1.625,0.027,0.000,0.093,0.001,0.000,33.956
120,3.513,1.625,0.027,0.000,0.095,0.001,0.000,33.956
121,3.514,1.625,0.028,0.000,0.096,0.001,0.000,33.956
122,3.514,1.625,0.028,0.000,0.098,0.001,0.000,33.983
123,3.514,1.625,0.028,0.000,0.100,0.001,0.000,33.983
124,3.514,1.625,0.029,0.000,0.101,0.001,0.000,33.983
125,3.514,1.625,0.029,0.000,0.103,0.001,0.000,33.989
126,3.515,1.625,0.030,0.000,0.104,0.001,0.000,33.989
127,3.515,1.625,0.030,0.000,0.106,0.001,0.000,33.989
128,3.515,1.625,0.031,0.000,0.108,0.001,0.000,33.967
129,3.515,1.625,0.031,0.000,0.109,0.001,0.000,33.967
130,3.516,1.625,0.032,0.000,0.111,0.001,0.000,33.967
131,3.516,1.625,0.032,0.000,0.112,0.001,0.000,33.988
132,3.516,1.625,0.033,0.000,0.114,0.001,0.000,33.988
133,3.516,1.625,0.033,0.000,0.116,0.001,0.000,33.982
134,3.517,1.625,0.033,0.000,0.117,0.001,0.000,33.982
135,3.517,1.625,0.034,0.000,0.119,0.001,0.000,33.982
136,3.517,1.625,0.034,0.000,0.120,0.001,0.000,33.984
137,3.517,1.625,0.035,0.000,0.122,0.001,0.000,33.984
138,3.517,1.625,0.035,0.000,0.123,0.001,0.000,33.984
139,3.518,1.625,0.036,0.000,0.125,0.001,0.000,34.005
140,3.518,1.625,0.036,0.000,0.127,0.001,0.000,34.005
141,3.518,1.625,0.037,0.000,0.128,0.001,0.000,34.005
