time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.855
2,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.855
3,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.921
4,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.921
5,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.915
6,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.915
7,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.915
8,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.848
9,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.848
10,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.848
11,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.908
12,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.908
13,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.908
14,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
15,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
16,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
17,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.888
18,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.888
19,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.888
20,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
21,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
22,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.845
23,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.845
24,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.845
25,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.900
26,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.900
27,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.900
28,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.894
29,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.894
30,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.894
31,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.854
32,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.854
33,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.854
34,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.866
35,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.866
36,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.866
37,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.875
38,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.875
39,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.875
40,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.863
41,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.863
42,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.870
43,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.870
44,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.870
45,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.869
46,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.869
47,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.869
48,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.882
49,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.882
50,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.882
51,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.874
52,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.874
53,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.874
54,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
55,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
56,2.987,0.000,0.000,0.000,0.000,0.000,0.000,24.881
