time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.200
2,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.187
3,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.187
4,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.187
5,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.184
6,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.184
7,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.184
8,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.216
9,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.216
10,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.216
11,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.196
12,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.196
13,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.196
14,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.183
15,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.183
16,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.183
17,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.233
18,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.233
19,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.230
20,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.230
21,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.230
22,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.238
23,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.238
24,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.238
25,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.206
26,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.206
27,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.206
28,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.236
29,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.236
30,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.236
31,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.211
32,3.528,0.000,0.000,0.000,0.000,0.000,0.000,25.211
