time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.204
2,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.204
3,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.204
4,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.180
5,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.180
6,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.180
7,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.169
8,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.169
9,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.169
10,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.182
11,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.182
12,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.182
13,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.175
14,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.175
15,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.219
16,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.219
17,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.219
18,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.195
19,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.195
20,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.195
21,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.203
22,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.203
23,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.203
24,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.221
25,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.221
26,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.221
27,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
28,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
29,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
30,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.195
31,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.195
32,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.195
33,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.165
34,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.165
35,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.175
36,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.175
37,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.175
38,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
39,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.174
40,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
41,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.180
42,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.180
43,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.180
44,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.179
45,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.179
46,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.179
47,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.204
48,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.204
49,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.204
50,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.164
51,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.164
52,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.160
53,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.160
54,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.160
55,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.221
56,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.221
57,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.221
58,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
59,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.174
60,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.174
61,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.206
62,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.206
63,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.206
64,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.213
65,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.213
66,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.213
67,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.183
68,4.023,0.000,0.000,0.000,0.000,0.000,0.000,10.183
69,4.022,0.000,0.000,0.000,0.000,0.000,0.000,10.169
