time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.101
2,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.101
3,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.101
4,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.100
5,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.100
6,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.100
7,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.125
8,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.125
9,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.125
10,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.096
11,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.096
12,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.096
13,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.089
14,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.089
15,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.089
16,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.101
17,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.101
18,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.101
19,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.078
20,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.078
21,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.171
22,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.171
23,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.171
24,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.127
25,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.127
26,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.127
27,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.149
28,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.149
29,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.149
30,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.146
31,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.146
32,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.146
33,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.142
34,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.142
35,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.142
36,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.145
37,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.145
38,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.117
39,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.117
40,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.117
41,3.772,0.000,0.000,0.000,0.000,0.000,0.000,35.171
