time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.100
2,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.100
3,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.091
4,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.091
5,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.091
6,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.086
7,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.086
8,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.092
9,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.092
10,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.092
11,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.124
12,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.124
13,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.124
14,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.116
15,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.116
16,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.116
17,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.074
18,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.074
19,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.074
20,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.079
21,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.079
22,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.079
23,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.084
24,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.084
25,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.121
26,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.121
27,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.121
28,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.126
29,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.126
30,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.126
31,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.113
32,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.113
33,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.113
34,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.110
35,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.110
36,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.110
37,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.134
38,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.134
39,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.134
40,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.158
41,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.158
42,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.123
43,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.123
44,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.123
45,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.128
46,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.128
47,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.128
48,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.103
49,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.103
50,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.103
51,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.117
52,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.117
53,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.117
54,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.064
55,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.064
56,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.064
57,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.118
58,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.118
59,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.118
60,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.106
61,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.106
62,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.102
63,3.773,0.000,0.000,0.000,0.000,0.000,0.000,35.102
