time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.100
2,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.141
3,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.141
4,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.141
5,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.107
6,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.107
7,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.107
8,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.046
9,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.046
10,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.084
11,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.084
12,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.084
13,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.115
14,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.115
15,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.115
16,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.091
17,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.091
18,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.091
19,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.071
20,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.071
21,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.071
22,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.093
23,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.093
24,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.093
25,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.073
26,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.073
27,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.120
28,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.120
29,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.120
30,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.123
31,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.123
32,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.123
33,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.076
34,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.076
35,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.076
36,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.099
37,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.099
38,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.099
39,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.072
40,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.072
41,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.072
42,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.057
43,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.057
44,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.108
45,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.108
46,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.108
47,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.105
48,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.105
49,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.105
50,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.116
51,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.116
52,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.116
53,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.118
54,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.118
55,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.118
56,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.095
57,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.095
58,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.095
59,4.034,0.000,0.000,0.000,0.000,0.000,0.000,25.103
60,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.103
60,4.033,0.000,0.000,0.000,0.000,0.000,0.000,25.103
61,4.162,1.625,0.000,0.000,0.002,0.000,0.129,25.110
62,4.164,1.625,0.001,0.000,0.004,0.000,0.002,25.110
63,4.166,1.625,0.001,0.000,0.006,0.000,0.002,25.110
64,4.168,1.625,0.002,0.000,0.008,0.000,0.002,25.059
65,4.169,1.625,0.002,0.000,0.009,0.000,0.001,25.059
66,4.170,1.625,0.003,0.000,0.011,0.000,0.001,25.059
67,4.171,1.625,0.003,0.000,0.013,0.000,0.001,25.128
68,4.172,1.625,0.004,0.000,0.015,0.000,0.001,25.128
69,4.173,1.625,0.004,0.000,0.017,0.000,0.001,25.128
70,4.174,1.625,0.005,0.000,0.019,0.000,0.001,25.090
71,4.175,1.625,0.005,0.000,0.021,0.000,0.001,25.090
72,4.175,1.625,0.005,0.000,0.023,0.000,0.001,25.090
73,4.176,1.625,0.006,0.000,0.024,0.000,0.001,25.096
74,4.177,1.625,0.006,0.000,0.026,0.000,0.001,25.096
75,4.178,1.625,0.007,0.000,0.028,0.000,0.001,25.096
76,4.178,1.625,0.007,0.000,0.030,0.000,0.001,25.086
77,4.179,1.625,0.008,0.000,0.032,0.000,0.001,25.086
78,4.179,1.625,0.008,0.000,0.034,0.000,0.001,25.155
79,4.180,1.625,0.009,0.000,0.036,0.000,0.001,25.155
80,4.180,1.625,0.009,0.000,0.038,0.000,0.001,25.155
81,4.181,1.625,0.009,0.000,0.040,0.000,0.000,25.146
82,4.181,1.625,0.010,0.000,0.041,0.000,0.000,25.146
83,4.182,1.625,0.010,0.000,0.043,0.000,0.000,25.146
84,4.182,1.625,0.011,0.000,0.045,0.000,0.001,25.135
85,4.183,1.625,0.011,0.000,0.047,0.000,0.001,25.135
86,4.183,1.625,0.012,0.000,0.049,0.000,0.000,25.135
87,4.184,1.625,0.012,0.000,0.051,0.000,0.001,25.137
88,4.184,1.625,0.013,0.000,0.053,0.000,0.000,25.137
89,4.185,1.625,0.013,0.000,0.055,0.000,0.001,25.137
90,4.185,1.625,0.014,0.000,0.057,0.000,0.000,25.153
91,4.186,1.625,0.014,0.000,0.058,0.000,0.000,25.153
92,4.186,1.625,0.014,0.000,0.060,0.000,0.000,25.153
93,4.186,1.625,0.015,0.000,0.062,0.000,0.000,25.185
94,4.187,1.625,0.015,0.000,0.064,0.000,0.000,25.185
95,4.187,1.625,0.016,0.000,0.066,0.000,0.000,25.185
96,4.187,1.625,0.016,0.000,0.068,0.000,0.000,25.211
97,4.188,1.625,0.017,0.000,0.070,0.000,0.000,25.211
98,4.188,1.625,0.017,0.000,0.072,0.000,0.000,25.196
99,4.188,1.625,0.018,0.000,0.074,0.000,0.000,25.196
100,4.189,1.625,0.018,0.000,0.075,0.000,0.000,25.196
101,4.189,1.625,0.019,0.000,0.077,0.000,0.000,25.219
102,4.190,1.625,0.019,0.000,0.079,0.000,0.000,25.219
103,4.190,1.625,0.019,0.000,0.081,0.000,0.000,25.219
104,4.190,1.625,0.020,0.000,0.083,0.000,0.000,25.242
105,4.190,1.625,0.020,0.000,0.085,0.000,0.000,25.242
106,4.191,1.625,0.021,0.000,0.087,0.000,0.000,25.242
107,4.191,1.625,0.021,0.000,0.089,0.000,0.000,25.218
108,4.191,1.625,0.022,0.000,0.091,0.000,0.000,25.218
109,4.192,1.625,0.022,0.000,0.092,0.000,0.000,25.218
110,4.192,1.625,0.023,0.000,0.094,0.000,0.000,25.200
111,4.192,1.625,0.023,0.000,0.096,0.000,0.000,25.200
112,4.193,1.625,0.023,0.000,0.098,0.000,0.000,25.200
113,4.193,1.625,0.024,0.000,0.100,0.000,0.000,25.192
114,4.193,1.625,0.024,0.000,0.102,0.000,0.000,25.192
115,4.194,1.625,0.025,0.000,0.104,0.000,0.000,25.238
116,4.194,1.625,0.025,0.000,0.106,0.000,0.000,25.238
117,4.194,1.625,0.026,0.000,0.108,0.000,0.000,25.238
118,4.194,1.625,0.026,0.000,0.110,0.000,0.000,25.271
119,4.195,1.625,0.027,0.000,0.111,0.000,0.000,25.271
120,4.195,1.625,0.027,0.000,0.113,0.000,0.000,25.271
121,4.195,1.625,0.028,0.000,0.115,0.000,0.000,25.238
122,4.195,1.625,0.028,0.000,0.117,0.000,0.000,25.238
123,4.196,1.625,0.028,0.000,0.119,0.000,0.000,25.238
124,4.196,1.625,0.029,0.000,0.121,0.000,0.000,25.281
125,4.196,1.625,0.029,0.000,0.123,0.000,0.000,25.281
126,4.197,1.625,0.030,0.000,0.125,0.000,0.000,25.281
127,4.197,1.625,0.030,0.000,0.127,0.000,0.000,25.266
128,4.197,1.625,0.031,0.000,0.128,0.000,0.000,25.266
129,4.197,1.625,0.031,0.000,0.130,0.000,0.000,25.266
130,4.198,1.625,0.032,0.000,0.132,0.000,0.000,25.291
131,4.198,1.625,0.032,0.000,0.134,0.000,0.000,25.291
132,4.198,1.625,0.033,0.000,0.136,0.000,0.000,25.290
133,4.198,1.625,0.033,0.000,0.138,0.000,0.000,25.290
134,4.199,1.625,0.033,0.000,0.140,0.000,0.000,25.290
135,4.199,1.625,0.034,0.000,0.142,0.000,0.000,25.315
136,4.199,1.625,0.034,0.000,0.144,0.000,0.000,25.315
137,4.199,1.625,0.035,0.000,0.146,0.000,0.000,25.315
138,4.200,1.625,0.035,0.000,0.147,0.000,0.000,25.337
139,4.200,1.625,0.036,0.000,0.149,0.000,0.000,25.337
139,4.200,1.625,0.036,0.000,0.149,0.000,0.000,25.337
140,4.200,1.626,0.036,0.000,0.151,0.000,0.041,25.337
141,4.200,1.622,0.037,0.000,0.153,0.000,0.000,25.321
142,4.200,1.619,0.037,0.000,0.155,0.000,0.000,25.321
143,4.200,1.616,0.037,0.000,0.157,0.000,0.000,25.321
144,4.200,1.613,0.038,0.000,0.159,0.000,0.000,25.308
145,4.200,1.610,0.038,0.000,0.161,0.000,0.000,25.308
146,4.200,1.608,0.039,0.000,0.163,0.000,0.000,25.308
147,4.200,1.605,0.039,0.000,0.165,0.000,0.000,25.373
148,4.200,1.602,0.040,0.000,0.166,0.000,0.000,25.373
149,4.200,1.599,0.040,0.000,0.168,0.000,0.000,25.326
150,4.200,1.597,0.041,0.000,0.170,0.000,0.000,25.326
151,4.200,1.594,0.041,0.000,0.172,0.000,0.000,25.326
152,4.200,1.591,0.042,0.000,0.174,0.000,0.000,25.362
153,4.200,1.589,0.042,0.000,0.176,0.000,0.000,25.362
154,4.200,1.587,0.042,0.000,0.178,0.000,0.000,25.362
155,4.200,1.584,0.043,0.000,0.179,0.000,0.000,25.313
156,4.200,1.581,0.043,0.000,0.181,0.000,0.000,25.313
157,4.200,1.578,0.044,0.000,0.183,0.000,0.000,25.313
158,4.200,1.576,0.044,0.000,0.185,0.000,0.000,25.356
159,4.200,1.574,0.045,0.000,0.187,0.000,0.000,25.356
160,4.200,1.571,0.045,0.000,0.189,0.000,0.000,25.356
161,4.200,1.568,0.045,0.000,0.190,0.000,0.000,25.376
162,4.200,1.566,0.046,0.000,0.192,0.000,0.000,25.376
163,4.200,1.564,0.046,0.000,0.194,0.000,0.000,25.376
164,4.200,1.561,0.047,0.000,0.196,0.000,0.000,25.370
165,4.200,1.559,0.047,0.000,0.198,0.000,0.000,25.370
166,4.200,1.557,0.048,0.000,0.200,0.000,0.000,25.370
167,4.200,1.555,0.048,0.000,0.201,0.000,0.000,25.370
168,4.200,1.552,0.048,0.000,0.203,0.000,0.000,25.370
169,4.200,1.550,0.049,0.000,0.205,0.000,0.000,25.375
170,4.200,1.548,0.049,0.000,0.207,0.000,0.000,25.375
171,4.200,1.546,0.050,0.000,0.209,0.000,0.000,25.375
172,4.200,1.544,0.050,0.000,0.210,0.000,0.000,25.449
173,4.200,1.541,0.051,0.000,0.212,0.000,0.000,25.449
174,4.200,1.539,0.051,0.000,0.214,0.000,0.000,25.449
175,4.200,1.537,0.051,0.000,0.216,0.000,0.000,25.440
176,4.200,1.535,0.052,0.000,0.218,0.000,0.000,25.440
177,4.200,1.533,0.052,0.000,0.219,0.000,0.000,25.440
178,4.200,1.530,0.053,0.000,0.221,0.000,0.000,25.421
179,4.200,1.528,0.053,0.000,0.223,0.000,0.000,25.421
180,4.200,1.526,0.054,0.000,0.225,0.000,0.000,25.421
181,4.200,1.524,0.054,0.000,0.226,0.000,0.000,25.415
182,4.200,1.522,0.054,0.000,0.228,0.000,0.000,25.415
183,4.200,1.520,0.055,0.000,0.230,0.000,0.000,25.446
184,4.200,1.518,0.055,0.000,0.232,0.000,0.000,25.446
185,4.200,1.516,0.056,0.000,0.234,0.000,0.000,25.446
186,4.200,1.514,0.056,0.000,0.235,0.000,0.000,25.440
187,4.200,1.512,0.057,0.000,0.237,0.000,0.000,25.440
188,4.200,1.510,0.057,0.000,0.239,0.000,0.000,25.440
189,4.200,1.508,0.057,0.000,0.241,0.000,0.000,25.486
190,4.200,1.506,0.058,0.000,0.242,0.000,0.000,25.486
191,4.200,1.503,0.058,0.000,0.244,0.000,0.000,25.486
192,4.200,1.501,0.059,0.000,0.246,0.000,0.000,25.456
193,4.200,1.500,0.059,0.000,0.248,0.000,0.000,25.456
194,4.200,1.498,0.059,0.000,0.249,0.000,0.000,25.456
195,4.200,1.495,0.060,0.000,0.251,0.000,0.000,25.488
196,4.200,1.494,0.060,0.000,0.253,0.000,0.000,25.488
197,4.200,1.492,0.061,0.000,0.255,0.000,0.000,25.488
198,4.200,1.490,0.061,0.000,0.256,0.000,0.000,25.516
199,4.200,1.488,0.062,0.000,0.258,0.000,0.000,25.516
200,4.200,1.486,0.062,0.000,0.260,0.000,0.000,25.530
201,4.200,1.484,0.062,0.000,0.262,0.000,0.000,25.530
202,4.200,1.483,0.063,0.000,0.263,0.000,0.000,25.530
203,4.200,1.480,0.063,0.000,0.265,0.000,0.000,25.489
204,4.200,1.478,0.064,0.000,0.267,0.000,0.000,25.489
205,4.200,1.476,0.064,0.000,0.268,0.000,0.000,25.489
206,4.200,1.475,0.064,0.000,0.270,0.000,0.000,25.495
207,4.200,1.473,0.065,0.000,0.272,0.000,0.000,25.495
208,4.200,1.471,0.065,0.000,0.274,0.000,0.000,25.495
209,4.200,1.469,0.066,0.000,0.275,0.000,0.000,25.490
210,4.200,1.468,0.066,0.000,0.277,0.000,0.000,25.490
211,4.200,1.465,0.066,0.000,0.279,0.000,0.000,25.490
212,4.200,1.464,0.067,0.000,0.280,0.000,0.000,25.493
213,4.200,1.462,0.067,0.000,0.282,0.000,0.000,25.493
214,4.200,1.460,0.068,0.000,0.284,0.000,0.000,25.493
215,4.200,1.459,0.068,0.000,0.286,0.000,0.000,25.542
216,4.200,1.457,0.069,0.000,0.287,0.000,0.000,25.542
217,4.200,1.455,0.069,0.000,0.289,0.000,0.000,25.542
218,4.200,1.453,0.069,0.000,0.291,0.000,0.000,25.553
219,4.200,1.451,0.070,0.000,0.292,0.000,0.000,25.553
220,4.200,1.449,0.070,0.000,0.294,0.000,0.000,25.527
221,4.200,1.447,0.071,0.000,0.296,0.000,0.000,25.527
222,4.200,1.446,0.071,0.000,0.297,0.000,0.000,25.527
223,4.200,1.444,0.071,0.000,0.299,0.000,0.000,25.504
224,4.200,1.442,0.072,0.000,0.301,0.000,0.000,25.504
225,4.200,1.441,0.072,0.000,0.302,0.000,0.000,25.504
226,4.200,1.439,0.073,0.000,0.304,0.000,0.000,25.534
227,4.200,1.437,0.073,0.000,0.306,0.000,0.000,25.534
228,4.200,1.436,0.073,0.000,0.308,0.000,0.000,25.534
229,4.200,1.434,0.074,0.000,0.309,0.000,0.000,25.546
230,4.200,1.432,0.074,0.000,0.311,0.000,0.000,25.546
231,4.200,1.430,0.075,0.000,0.313,0.000,0.000,25.546
232,4.200,1.428,0.075,0.000,0.314,0.000,0.000,25.562
233,4.200,1.427,0.075,0.000,0.316,0.000,0.000,25.562
234,4.200,1.425,0.076,0.000,0.318,0.000,0.000,25.562
235,4.200,1.423,0.076,0.000,0.319,0.000,0.000,25.563
236,4.200,1.422,0.077,0.000,0.321,0.000,0.000,25.563
237,4.200,1.420,0.077,0.000,0.322,0.000,0.000,25.542
238,4.200,1.418,0.077,0.000,0.324,0.000,0.000,25.542
239,4.200,1.416,0.078,0.000,0.326,0.000,0.000,25.542
240,4.200,1.414,0.078,0.000,0.327,0.000,0.000,25.547
241,4.200,1.413,0.078,0.000,0.329,0.000,0.000,25.547
242,4.200,1.411,0.079,0.000,0.331,0.000,0.000,25.547
243,4.200,1.410,0.079,0.000,0.332,0.000,0.000,25.616
244,4.200,1.408,0.080,0.000,0.334,0.000,0.000,25.616
245,4.200,1.407,0.080,0.000,0.336,0.000,0.000,25.616
246,4.200,1.405,0.080,0.000,0.337,0.000,0.000,25.610
247,4.200,1.403,0.081,0.000,0.339,0.000,0.000,25.610
248,4.200,1.402,0.081,0.000,0.341,0.000,0.000,25.610
249,4.200,1.400,0.082,0.000,0.342,0.000,0.000,25.620
250,4.200,1.398,0.082,0.000,0.344,0.000,0.000,25.620
251,4.200,1.397,0.082,0.000,0.345,0.000,0.000,25.620
252,4.200,1.395,0.083,0.000,0.347,0.000,0.000,25.599
253,4.200,1.393,0.083,0.000,0.349,0.000,0.000,25.599
254,4.200,1.392,0.084,0.000,0.350,0.000,0.000,25.613
255,4.200,1.390,0.084,0.000,0.352,0.000,0.000,25.613
256,4.200,1.388,0.084,0.000,0.354,0.000,0.000,25.613
257,4.200,1.387,0.085,0.000,0.355,0.000,0.000,25.626
258,4.200,1.385,0.085,0.000,0.357,0.000,0.000,25.626
259,4.200,1.384,0.085,0.000,0.358,0.000,0.000,25.626
260,4.200,1.382,0.086,0.000,0.360,0.000,0.000,25.665
261,4.200,1.381,0.086,0.000,0.362,0.000,0.000,25.665
262,4.200,1.379,0.087,0.000,0.363,0.000,0.000,25.665
263,4.200,1.377,0.087,0.000,0.365,0.000,0.000,25.615
264,4.200,1.376,0.087,0.000,0.366,0.000,0.000,25.615
265,4.200,1.374,0.088,0.000,0.368,0.000,0.000,25.615
266,4.200,1.372,0.088,0.000,0.370,0.000,0.000,25.628
267,4.200,1.371,0.089,0.000,0.371,0.000,0.000,25.628
268,4.200,1.369,0.089,0.000,0.373,0.000,0.000,25.628
269,4.200,1.368,0.089,0.000,0.374,0.000,0.000,25.633
270,4.200,1.366,0.090,0.000,0.376,0.000,0.000,25.633
271,4.200,1.365,0.090,0.000,0.378,0.000,0.000,25.615
272,4.200,1.364,0.090,0.000,0.379,0.000,0.000,25.615
273,4.200,1.362,0.091,0.000,0.381,0.000,0.000,25.615
274,4.200,1.360,0.091,0.000,0.382,0.000,0.000,25.635
275,4.200,1.359,0.092,0.000,0.384,0.000,0.000,25.635
276,4.200,1.357,0.092,0.000,0.386,0.000,0.000,25.635
277,4.200,1.355,0.092,0.000,0.387,0.000,0.000,25.617
278,4.200,1.354,0.093,0.000,0.389,0.000,0.000,25.617
279,4.200,1.352,0.093,0.000,0.390,0.000,0.000,25.617
280,4.200,1.351,0.093,0.000,0.392,0.000,0.000,25.656
281,4.200,1.349,0.094,0.000,0.394,0.000,0.000,25.656
282,4.200,1.348,0.094,0.000,0.395,0.000,0.000,25.656
283,4.200,1.347,0.095,0.000,0.397,0.000,0.000,25.690
284,4.200,1.345,0.095,0.000,0.398,0.000,0.000,25.690
285,4.200,1.344,0.095,0.000,0.400,0.000,0.000,25.690
286,4.200,1.342,0.096,0.000,0.401,0.000,0.000,25.671
287,4.200,1.341,0.096,0.000,0.403,0.000,0.000,25.671
288,4.200,1.339,0.096,0.000,0.404,0.000,0.000,25.671
289,4.200,1.337,0.097,0.000,0.406,0.000,0.000,25.667
290,4.200,1.336,0.097,0.000,0.408,0.000,0.000,25.667
291,4.200,1.335,0.098,0.000,0.409,0.000,0.000,25.647
292,4.200,1.333,0.098,0.000,0.411,0.000,0.000,25.647
293,4.200,1.332,0.098,0.000,0.412,0.000,0.000,25.647
294,4.200,1.330,0.099,0.000,0.414,0.000,0.000,25.658
