time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.282
2,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.244
3,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.244
4,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.244
5,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.241
6,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.241
7,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.241
8,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.241
9,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.241
10,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.284
11,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.284
12,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.284
13,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.260
14,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.260
15,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.260
16,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.262
17,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.262
18,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.262
19,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.264
20,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.264
21,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.264
22,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.248
23,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.248
24,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.248
25,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.248
26,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.248
27,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.257
28,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.257
29,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.257
30,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.272
31,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.272
32,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.272
33,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.269
34,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.269
35,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.269
36,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.272
37,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.272
38,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.272
39,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.254
40,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.254
41,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.254
42,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.262
43,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.262
44,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.221
45,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.221
46,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.221
47,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.220
48,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.220
49,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.220
50,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.257
51,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.257
52,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.257
53,4.032,0.000,0.000,0.000,0.000,0.000,0.000,25.247
