time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,4.032,0,0,0,0,0,0,24.861
2,4.032,0,0,0,0,0,0,24.814
3,4.032,0,0,0,0,0,0,24.814
4,4.032,0,0,0,0,0,0,24.814
5,4.032,0,0,0,0,0,0,24.824
6,4.032,0,0,0,0,0,0,24.824
7,4.032,0,0,0,0,0,0,24.824
8,4.032,0,0,0,0,0,0,24.819
9,4.032,0,0,0,0,0,0,24.819
10,4.032,0,0,0,0,0,0,24.819
11,4.032,0,0,0,0,0,0,24.824
12,4.032,0,0,0,0,0,0,24.824
13,4.032,0,0,0,0,0,0,24.803
14,4.032,0,0,0,0,0,0,24.803
15,4.032,0,0,0,0,0,0,24.803
16,4.032,0,0,0,0,0,0,24.833
17,4.032,0,0,0,0,0,0,24.833
18,4.032,0,0,0,0,0,0,24.833
19,4.032,0,0,0,0,0,0,24.834
20,4.032,0,0,0,0,0,0,24.834
21,4.032,0,0,0,0,0,0,24.834
22,4.032,0,0,0,0,0,0,24.845
23,4.032,0,0,0,0,0,0,24.845
24,4.032,0,0,0,0,0,0,24.845
25,4.032,0,0,0,0,0,0,24.82
26,4.032,0,0,0,0,0,0,24.82
27,4.032,0,0,0,0,0,0,24.82
28,4.032,0,0,0,0,0,0,24.83
29,4.032,0,0,0,0,0,0,24.83
30,4.032,0,0,0,0,0,0,24.824
31,4.032,0,0,0,0,0,0,24.824
32,4.032,0,0,0,0,0,0,24.824
33,4.032,0,0,0,0,0,0,24.797
34,4.032,0,0,0,0,0,0,24.797
35,4.032,0,0,0,0,0,0,24.797
36,4.032,0,0,0,0,0,0,24.818
37,4.032,0,0,0,0,0,0,24.818
38,4.032,0,0,0,0,0,0,24.818
39,4.032,0,0,0,0,0,0,24.826
40,4.032,0,0,0,0,0,0,24.826
41,4.032,0,0,0,0,0,0,24.826
42,4.032,0,0,0,0,0,0,24.837
43,4.032,0,0,0,0,0,0,24.837
44,4.032,0,0,0,0,0,0,24.837
45,4.032,0,0,0,0,0,0,24.841
46,4.032,0,0,0,0,0,0,24.841
47,4.032,0,0,0,0,0,0,24.829
48,4.032,0,0,0,0,0,0,24.829
49,4.032,0,0,0,0,0,0,24.829
50,4.032,0,0,0,0,0,0,24.841
51,4.032,0,0,0,0,0,0,24.841
52,4.032,0,0,0,0,0,0,24.841
53,4.032,0,0,0,0,0,0,24.864
54,4.032,0,0,0,0,0,0,24.864
55,4.032,0,0,0,0,0,0,24.864
56,4.032,0,0,0,0,0,0,24.828
57,4.032,0,0,0,0,0,0,24.828
58,4.032,0,0,0,0,0,0,24.828
59,4.032,0,0,0,0,0,0,24.791
60,4.032,0,0,0,0,0,0,24.791
60,4.032,0,0,0,0,0,0,24.791
61,4.119,1.625,0,0,0.002,0,0.087,24.791
62,4.122,1.625,0.001,0,0.004,0,0.002,24.825
63,4.123,1.625,0.001,0,0.006,0,0.002,24.825
64,4.125,1.625,0.002,0,0.007,0,0.002,24.787
65,4.126,1.625,0.002,0,0.009,0,0.001,24.787
66,4.128,1.625,0.003,0,0.011,0,0.001,24.787
67,4.128,1.625,0.003,0,0.013,0,0.001,24.807
68,4.129,1.625,0.004,0,0.015,0,0.001,24.807
69,4.13,1.625,0.004,0,0.017,0,0.001,24.807
70,4.131,1.625,0.005,0,0.019,0,0.001,24.819
71,4.132,1.625,0.005,0,0.02,0,0.001,24.819
72,4.133,1.625,0.005,0,0.022,0,0.001,24.819
73,4.134,1.625,0.006,0,0.024,0,0.001,24.859
74,4.134,1.625,0.006,0,0.026,0,0.001,24.859
75,4.135,1.625,0.007,0,0.028,0,0.001,24.859
76,4.136,1.625,0.007,0,0.03,0,0.001,24.864
77,4.136,1.625,0.008,0,0.032,0,0.001,24.864
78,4.137,1.625,0.008,0,0.034,0,0.001,24.864
79,4.138,1.625,0.009,0,0.035,0,0.001,24.839
80,4.138,1.625,0.009,0,0.037,0,0.001,24.839
81,4.139,1.625,0.009,0,0.039,0,0.001,24.839
82,4.139,1.625,0.01,0,0.041,0,0,24.855
83,4.14,1.625,0.01,0,0.043,0,0.001,24.855
84,4.14,1.625,0.011,0,0.045,0,0,24.878
85,4.141,1.625,0.011,0,0.047,0,0.001,24.878
86,4.141,1.625,0.012,0,0.049,0,0,24.878
87,4.142,1.625,0.012,0,0.05,0,0,24.889
88,4.142,1.625,0.013,0,0.052,0,0,24.889
89,4.142,1.625,0.013,0,0.054,0,0,24.889
90,4.143,1.625,0.014,0,0.056,0,0,24.936
91,4.143,1.625,0.014,0,0.058,0,0,24.936
92,4.144,1.625,0.014,0,0.06,0,0,24.936
93,4.144,1.625,0.015,0,0.062,0,0,24.899
94,4.145,1.625,0.015,0,0.063,0,0,24.899
95,4.145,1.625,0.016,0,0.065,0,0.001,24.899
96,4.145,1.625,0.016,0,0.067,0,0,24.93
97,4.146,1.625,0.017,0,0.069,0,0,24.93
98,4.146,1.625,0.017,0,0.071,0,0,24.93
99,4.147,1.625,0.018,0,0.073,0,0,24.945
100,4.147,1.625,0.018,0,0.075,0,0,24.945
101,4.147,1.625,0.019,0,0.077,0,0,24.965
102,4.148,1.625,0.019,0,0.078,0,0,24.965
103,4.148,1.625,0.019,0,0.08,0,0,24.965
104,4.148,1.625,0.02,0,0.082,0,0,24.926
105,4.149,1.625,0.02,0,0.084,0,0,24.926
106,4.149,1.625,0.021,0,0.086,0,0,24.926
107,4.149,1.625,0.021,0,0.088,0,0,24.925
108,4.15,1.625,0.022,0,0.09,0,0,24.925
109,4.15,1.625,0.022,0,0.092,0,0,24.925
110,4.15,1.625,0.023,0,0.093,0,0,24.949
111,4.151,1.625,0.023,0,0.095,0,0,24.949
112,4.151,1.625,0.023,0,0.097,0,0,24.949
113,4.151,1.625,0.024,0,0.099,0,0,25.004
114,4.151,1.625,0.024,0,0.101,0,0,25.004
115,4.152,1.625,0.025,0,0.103,0,0,25.004
116,4.152,1.625,0.025,0,0.105,0,0,24.992
117,4.152,1.625,0.026,0,0.107,0,0,24.992
118,4.153,1.625,0.026,0,0.108,0,0,24.992
119,4.153,1.625,0.027,0,0.11,0,0,24.992
120,4.153,1.625,0.027,0,0.112,0,0,24.992
121,4.153,1.625,0.028,0,0.114,0,0,24.977
