time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.222
2,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.173
3,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.173
4,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.173
5,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.147
6,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.147
7,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.147
8,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.191
9,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.191
10,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.191
11,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.172
12,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.172
13,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.172
14,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.184
15,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.184
16,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.230
17,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.230
18,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.230
19,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.187
20,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.187
21,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.187
22,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.206
23,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.206
24,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.206
25,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.207
26,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.207
27,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.207
28,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.231
29,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.231
30,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.231
31,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.251
32,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.251
33,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.232
34,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.232
35,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.232
36,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.257
37,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.257
38,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.257
39,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.252
40,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.252
41,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.252
42,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.192
43,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.192
44,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.192
45,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.199
46,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.199
47,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.199
48,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.250
49,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.250
50,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.176
51,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.176
52,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.176
53,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.259
54,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.259
55,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.259
56,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.248
57,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.248
58,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.248
59,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.232
60,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.232
61,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.232
62,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.241
63,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.241
64,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.241
65,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.254
66,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.254
67,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.254
68,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.268
69,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.268
70,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.280
71,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.280
72,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.280
73,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.237
74,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.237
75,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.237
76,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.304
77,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.304
78,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.304
79,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.198
80,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.198
81,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.198
82,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.264
83,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.264
84,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.264
85,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.287
86,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.287
87,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.252
88,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.252
89,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.252
90,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.241
91,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.241
92,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.241
93,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.294
94,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.294
95,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.294
96,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.292
97,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.292
98,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.292
99,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.289
100,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.289
101,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.289
102,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.289
103,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.289
104,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.291
105,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.291
106,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.291
107,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.260
108,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.260
109,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.260
110,3.378,0.000,0.000,0.000,0.000,0.000,0.000,5.286
