time_s,voltage_v,current_a,chargecapacity_ah,dischargecapacity_ah,charge_energy_wh,discharge_energy_wh,voltagedot_v_per_s,temp_degc
1,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.524
2,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.524
3,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.552
4,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.552
5,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.538
6,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.538
7,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.538
8,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.555
9,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.555
10,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.555
11,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.576
12,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.576
13,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.576
14,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.563
15,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.563
16,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.563
17,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.534
18,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.534
19,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.534
20,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.571
21,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.571
22,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.552
23,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.552
24,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.552
25,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.551
26,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.551
27,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.551
28,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.537
29,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.537
30,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.537
31,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.554
32,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.554
33,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.554
34,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.525
35,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.525
36,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.525
37,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.559
38,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.559
39,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.540
40,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.540
41,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.540
42,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.567
43,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.567
44,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.567
45,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.516
46,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.516
47,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.516
48,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.574
49,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.574
50,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.574
51,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.575
52,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.575
53,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.575
54,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.570
55,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.570
56,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.570
57,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.561
58,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.561
59,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.517
60,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.517
60,3.332,0.000,0.000,0.000,0.000,0.000,0.000,34.517
61,3.488,1.625,0.000,0.000,0.002,0.000,0.155,34.517
62,3.492,1.625,0.001,0.000,0.003,0.000,0.004,34.591
63,3.494,1.625,0.001,0.000,0.005,0.000,0.002,34.591
64,3.496,1.625,0.002,0.000,0.006,0.000,0.002,34.591
65,3.497,1.625,0.002,0.000,0.008,0.000,0.002,34.563
66,3.498,1.625,0.003,0.000,0.009,0.000,0.001,34.563
67,3.499,1.625,0.003,0.000,0.011,0.000,0.001,34.563
68,3.500,1.625,0.004,0.000,0.013,0.000,0.001,34.545
69,3.501,1.625,0.004,0.000,0.014,0.000,0.001,34.545
70,3.501,1.625,0.005,0.000,0.016,0.000,0.001,34.545
71,3.502,1.625,0.005,0.000,0.017,0.000,0.001,34.558
72,3.503,1.625,0.005,0.000,0.019,0.000,0.001,34.558
73,3.503,1.625,0.006,0.000,0.021,0.000,0.001,34.558
74,3.504,1.625,0.006,0.000,0.022,0.000,0.001,34.572
75,3.505,1.625,0.007,0.000,0.024,0.000,0.001,34.572
76,3.505,1.625,0.007,0.000,0.025,0.000,0.001,34.594
77,3.506,1.625,0.008,0.000,0.027,0.000,0.000,34.594
78,3.506,1.625,0.008,0.000,0.028,0.000,0.000,34.594
79,3.507,1.625,0.009,0.000,0.030,0.000,0.001,34.629
80,3.507,1.625,0.009,0.000,0.032,0.000,0.000,34.629
81,3.507,1.625,0.009,0.000,0.033,0.000,0.000,34.629
82,3.508,1.625,0.010,0.000,0.035,0.000,0.000,34.597
83,3.508,1.625,0.010,0.000,0.036,0.000,0.000,34.597
84,3.509,1.625,0.011,0.000,0.038,0.000,0.000,34.597
85,3.509,1.625,0.011,0.000,0.040,0.000,0.000,34.590
86,3.509,1.625,0.012,0.000,0.041,0.000,0.000,34.590
87,3.510,1.625,0.012,0.000,0.043,0.000,0.000,34.590
88,3.510,1.625,0.013,0.000,0.044,0.000,0.000,34.628
89,3.510,1.625,0.013,0.000,0.046,0.000,0.000,34.628
90,3.511,1.625,0.014,0.000,0.047,0.000,0.000,34.628
91,3.511,1.625,0.014,0.000,0.049,0.000,0.000,34.657
92,3.511,1.625,0.014,0.000,0.051,0.000,0.000,34.657
93,3.511,1.625,0.015,0.000,0.052,0.000,0.000,34.593
94,3.512,1.625,0.015,0.000,0.054,0.000,0.000,34.593
95,3.512,1.625,0.016,0.000,0.055,0.000,0.000,34.593
96,3.512,1.625,0.016,0.000,0.057,0.000,0.000,34.655
97,3.513,1.625,0.017,0.000,0.059,0.000,0.000,34.655
98,3.513,1.625,0.017,0.000,0.060,0.000,0.000,34.655
99,3.513,1.625,0.018,0.000,0.062,0.000,0.000,34.641
100,3.513,1.625,0.018,0.000,0.063,0.000,0.000,34.641
101,3.513,1.625,0.019,0.000,0.065,0.000,0.000,34.641
102,3.514,1.625,0.019,0.000,0.066,0.000,0.000,34.631
103,3.514,1.625,0.019,0.000,0.068,0.000,0.000,34.631
104,3.514,1.625,0.020,0.000,0.070,0.000,0.000,34.631
105,3.514,1.625,0.020,0.000,0.071,0.000,0.000,34.674
106,3.514,1.625,0.021,0.000,0.073,0.000,0.000,34.674
107,3.514,1.625,0.021,0.000,0.074,0.000,0.000,34.674
108,3.515,1.625,0.022,0.000,0.076,0.000,0.000,34.670
109,3.515,1.625,0.022,0.000,0.078,0.000,0.000,34.670
110,3.515,1.625,0.023,0.000,0.079,0.000,0.000,34.679
111,3.515,1.625,0.023,0.000,0.081,0.000,0.000,34.679
112,3.515,1.625,0.023,0.000,0.082,0.000,0.000,34.679
113,3.516,1.625,0.024,0.000,0.084,0.000,0.000,34.680
114,3.516,1.625,0.024,0.000,0.086,0.000,0.000,34.680
115,3.516,1.625,0.025,0.000,0.087,0.000,0.000,34.680
116,3.516,1.625,0.025,0.000,0.089,0.000,0.000,34.672
117,3.516,1.625,0.026,0.000,0.090,0.000,0.000,34.672
118,3.516,1.625,0.026,0.000,0.092,0.000,0.000,34.672
119,3.517,1.625,0.027,0.000,0.093,0.000,0.000,34.690
120,3.517,1.625,0.027,0.000,0.095,0.000,0.000,34.690
121,3.517,1.625,0.028,0.000,0.097,0.000,0.000,34.690
122,3.517,1.625,0.028,0.000,0.098,0.000,0.000,34.730
123,3.517,1.625,0.028,0.000,0.100,0.000,0.000,34.731
124,3.517,1.625,0.029,0.000,0.101,0.000,0.000,34.731
125,3.518,1.625,0.029,0.000,0.103,0.000,0.000,34.730
126,3.518,1.625,0.030,0.000,0.105,0.000,0.000,34.730
127,3.518,1.625,0.030,0.000,0.106,0.000,0.000,34.746
128,3.518,1.625,0.031,0.000,0.108,0.000,0.000,34.746
129,3.518,1.625,0.031,0.000,0.109,0.000,0.000,34.746
130,3.518,1.625,0.032,0.000,0.111,0.000,0.000,34.739
131,3.518,1.625,0.032,0.000,0.112,0.000,0.000,34.739
132,3.519,1.625,0.033,0.000,0.114,0.000,0.000,34.739
133,3.519,1.625,0.033,0.000,0.116,0.000,0.000,34.762
134,3.519,1.625,0.033,0.000,0.117,0.000,0.000,34.762
135,3.519,1.625,0.034,0.000,0.119,0.000,0.000,34.762
136,3.519,1.625,0.034,0.000,0.120,0.000,0.000,34.755
137,3.519,1.625,0.035,0.000,0.122,0.000,0.000,34.755
138,3.519,1.625,0.035,0.000,0.124,0.000,0.000,34.755
139,3.520,1.625,0.036,0.000,0.125,0.000,0.000,34.765
140,3.520,1.625,0.036,0.000,0.127,0.000,0.000,34.765
141,3.520,1.625,0.037,0.000,0.128,0.000,0.000,34.765
142,3.520,1.625,0.037,0.000,0.130,0.000,0.000,34.780
143,3.520,1.625,0.037,0.000,0.132,0.000,0.000,34.780
144,3.520,1.625,0.038,0.000,0.133,0.000,0.000,34.780
145,3.520,1.625,0.038,0.000,0.135,0.000,0.000,34.799
146,3.521,1.625,0.039,0.000,0.136,0.000,0.000,34.799
147,3.521,1.625,0.039,0.000,0.138,0.000,0.000,34.774
148,3.521,1.625,0.040,0.000,0.140,0.000,0.000,34.774
149,3.521,1.625,0.040,0.000,0.141,0.000,0.000,34.774
150,3.521,1.625,0.041,0.000,0.143,0.000,0.000,34.781
151,3.521,1.625,0.041,0.000,0.144,0.000,0.000,34.781
152,3.521,1.625,0.042,0.000,0.146,0.000,0.000,34.781
153,3.522,1.625,0.042,0.000,0.147,0.000,0.000,34.784
154,3.522,1.625,0.042,0.000,0.149,0.000,0.000,34.784
